stat_id,player_id,ninety_s,crd_y,crd_r,two_crd_y,fls,fld,off,crs,interceptions,tklw,pkwon,pkcon,og,recov,won,lost,won_percent
,,2.2,1,0,0,4,1,0,1,5,1,0,0,0,8,7,2,77.8
,,0.8,1,0,0,1,1,0,0,0,0,0,0,0,1,2,4,33.3
,,1.1,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1,50.0
,,4.0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,100.0
,,1.5,0,0,0,3,4,0,0,0,1,1,0,0,2,3,2,60.0
,,2.9,0,0,0,5,2,0,0,3,2,0,0,0,11,3,2,60.0
,,0.7,0,0,0,0,0,0,0,1,2,0,0,0,5,1,0,100.0
,,0.2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0.0
,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
,,1.0,1,0,0,3,1,0,0,3,1,0,0,0,3,3,0,100.0
,,2.1,0,0,0,1,2,0,3,2,3,0,0,0,8,2,0,100.0
,,1.8,2,0,0,6,1,5,4,0,0,0,0,0,5,5,3,62.5
,,0.9,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,50.0
,,3.0,0,0,0,6,4,2,2,0,1,0,0,0,5,3,5,37.5
,,4.0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,100.0
,,4.0,1,0,0,3,3,0,13,5,12,0,0,0,27,0,1,0.0
,,1.9,0,0,0,2,1,0,0,0,0,0,0,0,4,0,2,0.0
,,4.0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0
,,3.8,0,0,0,4,2,0,0,7,2,0,0,1,13,6,3,66.7
,,1.1,0,0,0,2,0,2,0,0,0,0,0,0,2,3,2,60.0
,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0
,,4.0,1,0,0,2,4,0,3,3,8,0,0,0,20,6,4,60.0
,,0.8,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0.0
,,4.0,0,0,0,0,2,0,0,0,0,0,0,0,8,2,0,100.0
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
,,3.0,0,0,0,5,6,0,3,5,3,0,0,0,11,2,1,66.7
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
,,1.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.0
,,4.0,1,0,0,3,0,0,0,0,4,0,1,0,17,9,6,60.0
,,0.4,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0.0
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
,,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
,,1.4,0,1,0,2,1,2,5,1,1,0,0,0,5,1,2,33.3
,,1.6,1,0,0,5,1,0,4,0,1,0,0,0,7,1,5,16.7
,,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
,,1.3,0,0,0,0,3,0,0,3,7,0,0,0,15,1,5,16.7
,,3.0,1,0,0,4,5,0,3,3,1,0,0,0,16,2,4,33.3
,,1.9,0,1,0,1,0,0,0,1,0,0,0,0,1,8,7,53.3
,,3.1,0,0,0,4,2,1,10,9,6,0,0,0,13,3,4,42.9
,,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0
,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
,,2.5,0,0,0,1,1,0,3,2,3,0,0,0,6,2,0,100.0
,,0.7,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0.0
,,0.7,1,0,0,2,1,1,0,1,1,0,0,0,2,0,2,0.0
,,2.2,0,0,0,3,2,0,0,0,1,0,0,0,8,5,2,71.4
,,1.9,1,0,0,2,4,0,0,4,1,0,1,0,9,0,1,0.0
,,4.0,1,0,0,6,6,0,7,10,4,0,0,0,21,5,1,83.3
,,3.1,0,0,0,4,1,0,2,2,6,0,0,0,17,2,3,40.0
,,4.0,0,0,0,6,2,0,1,3,7,0,0,0,23,6,0,100.0
,,1.0,0,0,0,2,0,1,0,0,0,0,0,0,5,0,0,0.0
,,0.9,0,0,0,0,0,0,0,4,1,0,0,0,2,0,1,0.0
,,0.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0
,,0.8,1,0,0,3,0,0,0,0,0,0,0,0,4,1,1,50.0
,,0.8,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0.0
,,2.7,0,0,0,2,1,0,0,2,4,0,0,0,11,5,3,62.5
,,4.0,0,0,0,4,2,0,1,6,3,0,0,0,18,3,1,75.0
,,0.5,0,0,0,1,1,0,0,0,0,0,0,0,5,1,0,100.0
,,0.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
,,2.3,1,0,0,5,5,1,8,2,0,0,0,0,9,1,2,33.3
,,1.7,1,0,0,2,4,0,6,0,1,0,1,0,9,0,0,0.0
,,2.3,1,0,0,2,2,0,2,1,5,0,0,0,16,6,4,60.0
,,0.8,0,0,0,1,2,0,0,0,1,0,0,0,2,0,1,0.0
,,3.0,1,0,0,3,3,0,11,2,1,0,0,0,11,1,3,25.0
,,2.3,0,0,0,0,0,0,6,2,5,0,0,0,13,3,1,75.0
,,2.8,0,0,0,1,4,2,3,1,1,0,0,0,15,2,12,14.3
,,3.2,0,0,0,2,4,1,2,2,1,0,0,0,12,1,3,25.0
,,0.5,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,75.0
,,2.4,1,0,0,1,4,0,6,2,5,0,0,0,9,3,6,33.3
,,1.2,0,0,0,1,0,0,0,1,1,0,0,0,10,1,2,33.3
,,0.2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0
,,0.4,0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,100.0
,,1.4,2,0,0,4,2,0,0,2,5,0,0,0,10,4,3,57.1
,,4.0,1,0,0,3,10,1,2,2,6,0,0,0,13,5,10,33.3
,,1.4,0,0,0,3,0,0,0,0,3,0,0,0,7,1,0,100.0
,,0.1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0.0
,,2.8,0,0,0,1,2,0,4,1,5,0,0,0,6,0,4,0.0
,,1.8,0,0,0,1,1,0,3,0,1,0,0,0,5,0,2,0.0
,,2.0,0,0,0,1,4,0,1,1,1,0,0,0,12,3,2,60.0
,,2.5,1,0,0,4,3,0,0,2,7,0,0,0,17,1,2,33.3
,,3.7,0,0,0,1,9,0,1,3,9,0,0,0,19,1,0,100.0
,,3.2,0,0,0,4,4,2,7,4,6,0,0,0,17,1,1,50.0
,,2.8,0,0,0,3,3,0,3,2,5,0,0,0,8,3,1,75.0
,,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,50.0
,,4.0,0,0,0,7,0,0,0,2,8,0,0,0,15,1,2,33.3
,,0.2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,100.0
,,4.0,0,0,0,3,5,0,0,7,3,0,0,0,19,11,5,68.8
,,2.7,1,0,0,2,8,0,3,1,2,0,0,0,6,3,4,42.9
,,1.0,0,0,0,0,2,1,1,1,1,0,0,0,7,1,1,50.0
,,1.5,2,0,0,3,3,1,3,3,2,0,0,0,7,1,4,20.0
,,1.4,2,0,0,2,1,0,1,2,2,0,0,0,3,2,1,66.7
,,0.7,0,0,0,1,0,0,1,3,3,0,0,0,4,1,2,33.3
,,3.0,1,0,0,0,4,0,0,5,2,0,0,0,13,1,1,50.0
,,1.9,0,0,0,1,4,0,0,0,3,0,0,0,6,0,2,0.0
,,3.0,0,0,0,2,1,0,1,2,3,0,0,0,12,2,5,28.6
,,1.8,0,1,0,2,1,0,0,0,4,0,0,0,10,6,4,60.0
,,3.0,0,0,0,1,2,0,26,4,2,0,0,0,14,2,0,100.0
,,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
,,1.1,1,0,0,2,1,3,0,0,0,0,0,0,4,0,3,0.0
,,3.7,1,0,0,3,3,0,0,2,1,0,0,0,13,5,3,62.5
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
,,0.9,0,0,0,2,1,0,0,0,0,0,0,0,6,0,1,0.0
,,0.6,1,0,0,3,1,0,0,0,1,0,0,0,2,1,1,50.0
,,1.0,0,0,0,1,1,0,1,0,2,0,0,0,2,2,0,100.0
,,3.7,1,0,0,9,4,0,1,6,5,0,0,1,25,4,3,57.1
,,3.3,0,0,0,3,1,0,0,9,3,0,0,0,14,6,3,66.7
,,2.0,1,0,0,2,1,0,1,3,2,0,0,0,4,2,1,66.7
,,0.1,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0.0
,,0.4,0,0,0,3,1,0,2,0,2,0,0,0,0,0,0,0.0
,,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
,,1.5,1,0,0,2,2,0,5,1,1,0,0,0,6,3,2,60.0
,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0
,,3.3,0,0,0,1,1,1,21,2,2,0,0,0,14,0,1,0.0
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
,,0.2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,100.0
,,0.5,0,0,0,1,0,0,2,1,1,0,0,0,3,3,0,100.0
,,3.8,1,0,0,3,7,0,4,1,2,0,0,0,19,1,4,20.0
,,4.0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0.0
,,4.0,1,0,0,3,4,1,2,5,6,0,1,0,30,5,1,83.3
,,0.9,1,0,0,1,1,0,0,0,2,0,0,0,4,1,1,50.0
,,2.9,1,0,0,3,1,0,0,4,1,0,0,0,6,2,2,50.0
,,0.8,1,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0.0
,,1.5,0,0,0,0,0,0,1,2,3,0,0,0,12,0,0,0.0
,,4.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0.0
,,0.9,0,0,0,0,1,0,2,0,1,0,0,0,2,1,4,20.0
,,4.0,1,0,0,5,1,1,3,5,5,0,0,0,17,0,5,0.0
,,4.0,2,0,0,8,4,0,0,11,5,0,0,0,20,4,5,44.4
,,2.9,0,0,0,1,2,0,5,2,1,0,0,0,11,0,2,0.0
,,2.1,0,0,0,4,0,2,2,0,0,0,0,0,2,2,3,40.0
,,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0
,,0.5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.0
,,3.0,1,0,0,2,0,0,0,0,2,0,0,0,11,9,3,75.0
,,2.0,0,0,0,2,0,0,0,3,1,0,0,0,6,10,4,71.4
,,0.4,0,0,0,1,1,0,0,1,2,0,0,0,1,1,0,100.0
,,0.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0.0
,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
,,2.8,2,0,0,6,4,0,0,7,4,0,0,0,11,8,5,61.5
,,3.3,0,0,0,1,1,0,4,1,2,0,0,0,13,3,2,60.0
,,1.3,0,0,0,1,0,0,2,0,1,0,0,0,8,4,3,57.1
,,3.0,0,0,0,1,6,0,0,1,9,0,0,0,21,4,2,66.7
,,2.8,0,0,0,3,7,2,9,1,4,0,0,0,11,3,2,60.0
,,0.3,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,66.7
,,3.9,0,0,0,3,4,0,33,2,3,0,0,0,14,2,5,28.6
,,1.6,0,0,0,3,1,0,11,0,2,0,0,0,14,1,0,100.0
,,0.2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0
,,2.9,2,0,0,2,4,1,3,4,3,0,0,0,11,3,4,42.9
,,0.9,1,0,0,2,2,0,1,3,2,0,0,0,2,3,0,100.0
,,1.3,0,0,0,1,1,0,1,3,1,0,0,0,6,3,2,60.0
,,3.2,1,0,0,3,3,0,14,4,4,0,0,0,20,1,3,25.0
,,1.3,0,0,0,1,0,0,8,0,2,0,0,0,6,0,1,0.0
,,1.7,0,0,0,1,4,0,1,0,1,0,0,0,9,7,6,53.8
,,3.6,0,0,0,2,1,1,21,2,4,0,0,0,29,2,8,20.0
,,3.7,1,0,0,7,8,2,5,2,5,0,0,0,11,4,10,28.6
,,1.1,0,0,0,1,2,1,0,3,1,0,0,0,8,2,2,50.0
,,2.9,0,0,0,11,5,5,0,0,4,0,0,0,8,10,15,40.0
,,3.0,2,0,0,4,4,0,0,3,8,0,0,0,19,3,2,60.0
,,1.0,0,0,0,0,1,0,0,1,2,0,0,0,7,2,2,50.0
,,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
,,3.9,1,0,0,2,4,2,15,1,2,0,0,0,17,9,4,69.2
,,1.6,0,0,0,1,2,0,0,2,0,0,0,0,6,5,5,50.0
,,3.8,0,0,0,3,1,0,0,4,3,0,0,0,9,6,8,42.9
,,0.9,0,0,0,2,3,1,0,0,0,0,0,0,1,0,1,0.0
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
,,2.0,0,0,0,1,2,0,8,0,2,0,0,0,6,1,1,50.0
,,3.5,2,0,0,6,3,0,0,4,6,0,0,0,16,7,5,58.3
,,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,100.0
,,1.9,1,0,0,2,4,0,2,1,1,0,0,0,5,0,3,0.0
,,1.8,0,0,0,1,2,0,1,3,1,0,0,0,17,1,1,50.0
,,1.8,0,0,0,2,1,1,0,3,2,0,0,0,10,1,0,100.0
,,3.9,0,0,0,3,4,0,16,1,4,0,0,0,12,3,1,75.0
,,0.1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0.0
,,0.9,0,0,0,1,3,0,4,1,1,0,0,0,2,0,0,0.0
,,0.8,0,0,0,4,0,0,0,1,2,0,0,0,4,2,0,100.0
,,2.9,0,0,0,1,3,1,21,1,2,0,0,0,13,0,2,0.0
,,3.6,0,0,0,9,5,0,6,6,6,0,0,0,26,3,6,33.3
,,1.9,1,0,0,4,5,1,1,0,2,0,0,0,10,4,6,40.0
,,3.3,0,0,0,3,4,0,0,3,4,0,0,0,16,5,3,62.5
,,2.6,1,0,0,4,2,1,8,0,1,0,0,0,13,4,2,66.7
,,3.2,1,0,0,5,2,0,7,4,9,0,0,0,23,6,3,66.7
,,0.3,0,0,0,0,0,0,3,0,0,0,0,0,2,1,1,50.0
,,0.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0
,,3.0,0,0,0,1,2,0,0,1,2,0,0,0,14,0,1,0.0
,,0.5,0,0,0,3,0,3,0,0,1,0,0,0,2,0,0,0.0
,,2.3,0,0,0,6,3,3,0,1,0,0,0,0,1,1,2,33.3
,,2.4,0,0,0,1,2,0,5,1,0,0,0,0,13,0,3,0.0
,,4.0,1,0,0,7,3,0,0,5,3,0,0,1,9,9,2,81.8
,,2.0,1,0,0,2,0,0,0,3,1,0,0,0,4,0,1,0.0
,,0.8,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0.0
,,2.9,0,0,0,4,4,0,1,1,1,0,0,0,22,2,1,66.7
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3
,,3.8,0,0,0,3,4,0,2,6,4,0,1,0,30,4,2,66.7
,,1.2,0,0,0,0,6,0,4,0,1,0,0,0,7,0,0,0.0
,,3.0,1,0,0,1,2,0,0,7,3,0,0,0,9,4,4,50.0
,,2.0,0,0,0,1,3,0,16,1,1,0,0,0,9,1,0,100.0
,,0.3,0,0,0,1,3,0,1,1,3,0,0,0,1,1,0,100.0
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
,,0.8,0,0,0,0,1,1,9,0,0,0,0,0,2,0,1,0.0
